ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
11, Soundcom(React-native-app) ,SoundCom is an mobile application which can transmit data through sound waves., Piyush Singhal ," Mentor  Rox Luk, Charitha Elvitigala, Lasith Niroshan, Deniz Karakay ", Organization  Sustainable Computing Research Group (SCoRe) ,/archive/2018/projects/6599012299833344,https://github.com/scorelab/GSoC/blob/master/GSoC-2018/Piyush_Singhal-Soundcom.md,No,No,SoundCom is an mobile application which can transmit data through sound waves.,[],[]
12, Mapping and Planning for obstacle avoidance ,Autonomous waypoint navigation has been an integral part of the Ardupilot project for a long time. This approach works well when the multicopter is..., Ayush Gaud ," Mentor  Randy Mackay, Jaime Machuca ", Organization  ArduPilot ,/archive/2018/projects/6600458764288000,https://github.com/ArduPilot/OctomapPlanner,No,No,"Autonomous waypoint navigation has been an integral part of the Ardupilot project for a long time. This approach works well when the multicopter is flying at high altitudes without obstructions. In case of low altitude flights though, it becomes difficult for the drone to navigate autonomously and requires sensors to restrain it from colliding with the obstacles around. This is done by locally dividing the regions around the multicopter into sectors and scaling the attitude proportional to the distance from obstacles. This would sometimes lead to the vehicle to stop and a manual intervention would be required to let it out of the obstruction.
Situations like these could be avoided if a planning algorithm could take advantage of the observations made previously in the form of a 3D map and use it to direct the multicopter in the collision free path maintaining the global plan for waypoint navigation. This could be done by building a framework for mapping which would utilize depth information from stereo cameras or lidars and generate an occupancy map. The planner would use this map and global plan as an input and generate control commands for the multicopter to navigate autonomously.",['https://github.com/ArduPilot/OctomapPlanner/pull/8'],[]
13, Building high-resolution 3D models of brain vasculature ,"In this project, we seek to develop 3D meshing and visualization techniques that are better adapted to the complexity of vascular structures.", Laura Bilicz ," Mentor  Pilou Bazin, Chris Steele ", Organization  INCF ,/archive/2018/projects/6603083928829952,https://drive.google.com/open?id=1z3sw0qLPmtf1oC5eUV5OKwKcjmnnZ6RY,No,Yes,"In this project, we seek to develop 3D meshing and visualization techniques that are better adapted to the complexity of vascular structures.",[],[]
14," Enhance AAA system, implementing Admin panel, adding features to susi accounts, webclient and UI/UX of SUSI.AI ","Enhance the AAA(Authentication, Authorization, Accounting) system of SUSI.AI by enhancing accounts.susi.ai and implementing Admin panel of SUSI where...", Praduman ," Mentor  Orbiter, Isuru Abeywardana, Dravit Lochan, Madhav Rathi, Chetan Kaushik, Saurabh, Mario Behling ", Organization  FOSSASIA ,/archive/2018/projects/6615905211514880,https://gist.github.com/PrP-11/8dbc5b6f3181e6888a09f2a5eb42e29c,No,Yes,"Enhance the AAA(Authentication, Authorization, Accounting) system of SUSI.AI by enhancing accounts.susi.ai and implementing Admin panel of SUSI where system admins and access various admin features and implementing features like playing youtube videos on webclient and enhancing the UI/UX of susi accounts and webapp to improve the overall experience of SUSI users.","['https://github.com/fossasia/accounts.susi.ai/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3APrP-11', 'https://github.com/fossasia/chat.susi.ai/pulls?q=is%3Apr+author%3APrP-11', 'https://github.com/fossasia/susi_server/pulls?q=is%3Apr+author%3APrP-11', 'https://github.com/fossasia/susi_skill_cms/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3APrP-11']","['https://github.com/fossasia/accounts.susi.ai/issues?utf8=%E2%9C%93&q=is%3Aissue+author%3APrP-11', 'https://github.com/fossasia/chat.susi.ai/issues?utf8=%E2%9C%93&q=is%3Aissue+author%3APrP-11', 'https://github.com/fossasia/susi_server/issues?utf8=%E2%9C%93&q=is%3Aissue+author%3APrP-11', 'https://github.com/fossasia/susi_skill_cms/issues?utf8=%E2%9C%93&q=is%3Aissue+author%3APrP-11']"
15, LuaRocks-GUI ,"LuaRocks is a package manager for Lua. This project will provide a web based GUI front-end for LuaRocks that would allow users to search for rocks,...", jiteshpabla , Mentor  Thijs Schreijer , Organization  LuaRocks ,/archive/2018/projects/6618388709244928,https://bystanderguy.wordpress.com/2018/08/10/gsoc18-with-luarocks-final-submission/,Yes,Yes,"LuaRocks is a package manager for Lua. This project will provide a web based GUI front-end for LuaRocks that would allow users to search for rocks, list installed rocks, install and remove them, view rock details, etc., which would use an API for interfacing with the LuaRocks back-end.",[],[]
16, WebRTC into Godot & Peer-to-Peer multiplayer the Godot way ,Godot's high-level multiplayer approach makes it uniquely easy to create client-host and true peer-to-peer (P2P) models of multiplayer gaming. ..., Brandon Michael Makin ," Mentor  mhilbrunner, Fabio Alessandrelli ", Organization  Godot Engine ,/archive/2018/projects/6620865563197440,https://gist.github.com/BrandonMakin/3ee48b4da19521307f5f5703a183a03d,No,Yes,"Godot's high-level multiplayer approach makes it uniquely easy to create client-host and true peer-to-peer (P2P) models of multiplayer gaming.  However, outside of local area networks Godot struggles to actually create these multiplayer models because it lacks any sort of NAT traversal. I plan to implement WebRTC. The WebRTC standard will be able to provide support to Godot's existing multiplayer in making these sorts of peer-to-peer games.
It will also make multiplayer viable in the HTML5 target platform, and allow for easy interfacing with non-Godot peers that use WebRTC.  Additionally, the support I build for WebRTC will make it easy to later add WebRTC MediaStreams, allowing for in-game voice chat.  (However, building MediaStream is less-often needed for games so is considered to be low priority and non-essential in my project. See project proposal for details.)",[],[]
17, Accessing SPH data and interpolating onto grids ,yt is a package for analyzing and visualizing volumetric data. The current infrastructure of yt is designed to deal with adaptive mesh refinement..., Ashley Kelly ," Mentor  Nathan Goldbaum, Matthew Turk ", Organization  NumFOCUS ,/archive/2018/projects/6622115465789440,https://gist.github.com/AshKelly/9f45a6271a5f76d0b5441fb94005b2da,No,Yes,"yt is a package for analyzing and visualizing volumetric data. The current infrastructure of yt is designed to deal with adaptive mesh refinement (AMR) data. However, a wide range of modern N-body hydrodynamics simulations now use smoothed particle hydrodynamics (SPH) which produces data consisting of volume filling fields. The current implementation of yt takes this data fills a global octtree, and then treats it similarly to that of AMR data.
The disadvantage of this treatment of SPH data is that it is not intuitive to users, it is slow and it does not represent the underlying nature of the data.
This project aims to develop a yt API for SPH data that ensures all SPH fields return data defined at the locations of the particles. Whilst this would provide a more intuitive way to interact with the data, it is still important to interpolate particle data onto grids, as this is essential in visualisation. This can be achieved by taking inspiration from SPLASH. Thus, at the end of the project SPH fields would be able to be visualised using a ""scatter"" (in technical details) approach, inspired by SPLASH. This would allow the the SPH fields to be interpolated efficiently onto grids.","['https://github.com/yt-project/yt/pull/1814', 'https://github.com/yt-project/yt/pull/1828', 'https://github.com/yt-project/yt/pull/1920', 'https://github.com/yt-project/yt/pull/1889', 'https://github.com/yt-project/yt/pull/1962', 'https://github.com/yt-project/yt/pull/1963', 'https://github.com/yt-project/yt/pull/1897', 'https://github.com/yt-project/yt/pull/1924', 'https://github.com/yt-project/yt/pull/1700', 'https://github.com/yt-project/yt/pull/1924']",[]
18, eBPF Implementation for FreeBSD ,"This project proposes eBPF implementation for FreeBSD. It will have very basic functionality such as maps, interpreter, JIT compiler for x86-64 and...", Yutaro Hayakawa ," Mentor  Hiroki Sato, Ryan Stone ", Organization  FreeBSD ,/archive/2018/projects/6624189331013632,https://wiki.freebsd.org/SummerOfCode2018Projects/eBPF,No,No,"This project proposes eBPF implementation for FreeBSD. It will have very basic functionality such as maps, interpreter, JIT compiler for x86-64 and character device + ioctl interface which is an alternative of Linux bpf(2). To introduce how it is useful, we will implement eBPF extension module for VALE software switch which can be used to write very fast middle box (firewall, load balancer and so on) easily.",[],[]
20, Implement a single updater class for Dominators ,Dominance relationship is used widely in many compiler analyses and optimizations. The current API provided by LLVM to update the dominator tree and..., Chijun Sima , Mentor  Jakub Kuderski , Organization  LLVM Compiler Infrastructure ,/archive/2018/projects/6626660145168384,https://docs.google.com/document/d/1hubvaiQxQSBR9H9TOnH1nrtSusEr3vg5sXVLGj7xrHE/edit?usp=sharing,Yes,Yes,"Dominance relationship is used widely in many compiler analyses and optimizations. The current API provided by LLVM to update the dominator tree and the post dominator tree is fragmented and different functions using these data structures have to decide how to perform incremental updates.
The aim of this project is:

The API to update the dominator tree and the post dominator tree using different strategies (lazily/eagerly) is fragmented. Therefore, a single class for abstracting away the tree update strategies and which trees are actually being updated need to be developed.
By implementing a single updater class, performing faster incremental updates will become possible. First, we can convert functions to update the data structure lazily. Second, we can use the updated dominator tree to prune unnecessary updates to the post dominator tree.",[],[]
21, Enhanced support for trees ,"JGraphT currently lacks proper support for trees (i.e. simple, undirected, connected, acyclic graphs). Sure, all algorithms that work on undirected...", Alexandru Valeanu ," Mentor  Joris Kinable, Dimitrios Michail ", Organization  JGraphT ,/archive/2018/projects/6627069173694464,https://medium.com/@valexandru2011/gsoc-2018-enhanced-support-for-trees-jgrapht-cfb3c257038,No,No,"JGraphT currently lacks proper support for trees (i.e. simple, undirected, connected, acyclic graphs). Sure, all algorithms that work on undirected graphs will work on trees but in some cases, there may be a much more efficient option.  Also, there are some classic tree-algorithms that are currently missing from the library.
I plan to work on the following:

tree traversals
algorithms for computing lowest common ancestors in trees and DAGs
tree decompositions
AHU algorithm for deciding tree isomorphism
Prüfer encoding",[],[]
22, Android App Imrovements ,"The Aim of the project is to add more functionality to the Android app.
Following features can be implemented in the app:

Sharing of folders...", arihant ," Mentor  megabitdragon, Kumar Shashwat ", Organization  Amahi ,/archive/2018/projects/6628335316631552,https://gist.github.com/ArihantJain456/373aa45647c777b60887a51de681a61f,No,No,"The Aim of the project is to add more functionality to the Android app.
Following features can be implemented in the app:

Sharing of folders
Secondary user login
Support for remembering user preferences like audio position, video position, sorting option, etc.
Support for displaying recent files
Theme and Material Design implementation
Adding automated UI testing protocol
Implementing ExoPlayer for playing music
And many more small features.",[],[]
23, CernVM-FS powered WebAssembly I/O ,The goal of this project is to build a JavaScript client for the CernVM filesystem implemented as a pluggable backend library for the Emscripten..., Saurav Sachidanand ," Mentor  Jakob Blomer, Radu Popescu ", Organization  CERN-HSF ,/archive/2018/projects/6629992301592576,https://github.com/cvmfs-contrib/cvmfs-emscripten,No,No,"The goal of this project is to build a JavaScript client for the CernVM filesystem implemented as a pluggable backend library for the Emscripten compiler. This will allow C/C++ programs compiled using Emscripten to perform POSIX read-only I/O on files, directories, and symbolic links stored on remote CernVM-FS repositories. Core features of the client will include: fetching and decompressing file data chunks on-demand, verifying data integrity of downloaded content, parsing X.509 repository certificates, verifying RSA signatures on repository manifests, seamlessly accessing nested catalogs and chunked files, and persistently caching file data and metadata on the browser's local storage.",[],[]
24, gr-modtool overhaul ,"gr-modtool is a magical script that automates the boring work involved in writing the boilerplate code, editing makefiles, creating templates, etc....", Swapnil Negi ," Mentor  primercuervo, Sebastian Koslowski ", Organization  GNU Radio ,/archive/2018/projects/6630142222794752,https://medium.com/@swapnilnegi/gr-modtool-overhaul-gsoc18-bb0277d1d3af,No,No,"gr-modtool is a magical script that automates the boring work involved in writing the boilerplate code, editing makefiles, creating templates, etc. so that the user can directly jump into the DSP coding.
The aim of the project is to make the tool  Py3K compatible, rewrite it as a plugin architecture, create a Python API for it, restructure its code in the favor of functional programming, upgrade its present UI, replace the XML generator by a YAML generator, and add an additional command for the conversion of XML scripts to YAML.",[],[]
25, Using machine learning to improve SuperDARN data classification ,This project aims to develop a new approach of classifying SuperDARN (Super Dual Auroral Radar Network) data using machine learning algorithms. In..., Esther Robb ," Mentor  SHIBAJI CHAKRABORTY, Xueling Shi ", Organization  Space @ Virginia Tech ,/archive/2018/projects/6630641378525184,https://github.com/vtsuperdarn/clustering_superdarn_data,No,Yes,"This project aims to develop a new approach of classifying SuperDARN (Super Dual Auroral Radar Network) data using machine learning algorithms. In the past, this data has been classified using a formula based on elevation angle, which is not always reliably available, or using another formula based on doppler velocity and spectral width which is biased to miscategorize low-velocity ionospheric backscatter (IS) as ground scatter (GS). Recently, researchers successfully applied machine learning techniques to this data. These approaches improved on past methods, but they used a very limited set of features and relied on simple machine learning methods that do not easily capture non-linear relationships or subtle probability distributions. This project applies machine learning methods with a focus on using a larger number of well-selected features and using more nuanced algorithms. The resulting Github toolkit provides combinations of DBSCAN and GMM for classifying SuperDARN data, along with various plotting tools. This project will continue after the summer, and I plan to add details on validation and try new algorithms.",[],[]
26, Extend RFC-7427 Signature Authentication support to IKEv2 with ECC / EDDSA support ,"Libreswan itself currently only supports RSA as Digital Signature Authentication method, so it needs to be extended internally as well to be able to...", Sahana Prasad , Mentor  Paul Wouters , Organization  The Libreswan Project ,/archive/2018/projects/6632036571807744,https://libreswan.org/wiki/Extend_RFC-7427_Signature_Authentication_support_to_IKEv2_with_ECDSA,No,No,"Libreswan itself currently only supports RSA as Digital Signature Authentication method, so it needs to be extended internally as well to be able to use other methods, such as ECDSA or EDDSA. Implementation of ECC/ECDSA requires the modification of the existing Libreswan public key code to fix  the RSA only parts so that it is able to accept different new types of keys in the future ( not just limited to EDDSA ). Libreswan will then be compliant to RFC-7427 and RFC-8247.",[],[]
27, Javascript/WebGL Library For Interactive Visualization Of Large-Scale Network Graphs: Expanded Features. ,"In this project I will add some new options to the CCNetViz JavaScript library (e.g. adding hide/show for nodes/edges, adding the context menu on...", Ana Jeličić , Mentor  Aleš Saska , Organization  Computational Biology @ University of Nebraska-Lincoln ,/archive/2018/projects/6636438779068416,https://github.com/Anadroid/ccNetViz/tree/master/GSoC2018,No,No,"In this project I will add some new options to the CCNetViz JavaScript library (e.g. adding hide/show for nodes/edges, adding the context menu on right click, adding the option for exporting a graph as an image etc.) and redesign/improve live examples. Some of the live examples have unfunctional options and the interface is ""broken"", so this will also be improved. I will also develop an online benchmark and (performance) testing framework, and everything that was added or redesigned will be thoroughly tested and documented.",['https://github.com/HelikarLab/ccNetViz/pull/18'],[]
28, OWASP Juice Shop : Frontend Technology Update ,Juice shop uses AngularJS for it's frontend along with Bootstrap. Keeping the application up to date with the latest technologies is important to..., Aashish Singh , Mentor  Björn Kimminich , Organization  OWASP Foundation ,/archive/2018/projects/6636660909408256,https://gist.github.com/Aashish683/d5fb5fbe5ceba56276accc734ecfb4ad,Yes,Yes,"Juice shop uses AngularJS for it's frontend along with Bootstrap. Keeping the application up to date with the latest technologies is important to keep the modern look and feel it is about.
 The objective of the project is to replace Juice Shop's current client-side architecture written in AngularJS with Angular and also bring in Angular Material in place of Bootstrap. The frontend will be revamped along with keeping the customization feature intact and the End-to-End test suite will be refactored so that it can be reused.","['https://github.com/bkimminich/juice-shop/pulls?utf8=%E2%9C%93&q=is%3Apr+is%3Aclosed+author%3AAashish683+', 'https://github.com/bkimminich/juice-shop/pull/626']","['https://github.com/bkimminich/juice-shop/issues/634', 'https://github.com/bkimminich/juice-shop/issues/634']"
29, Speech2Text Engine & Voice Recognition API Integration ,Integrate an Open Source speech to text engine to be used inside Rocket.Chat by users who prefer an On-Premise full-featured installation. There are..., Karan Bedi ," Mentor  Rodrigo Nascimento, Pierre Lehnen ", Organization  Rocket.Chat ,/archive/2018/projects/6650996100956160,https://gist.github.com/kb0304/de2edffbfd9d39c2eea5f7ce84565faa,No,Yes,"Integrate an Open Source speech to text engine to be used inside Rocket.Chat by users who prefer an On-Premise full-featured installation. There are many opensource speech2text engines on the market, like CMUSphinx and pocketsphinxjs, annyang, JuliusJS, Mumble, Voix JS, voice-commands.js and Artyon.js. The project includes a feature matrix comparison between those engines and the best one to be implemented in Rocket.Chat bundle, giving the UI the ability to click a button, record a message, send it to the text2speech engine and return the results to Rocket.Chat editing message box.
Develop a voice recognition integration feature, by building a Settings pane to connect some of the well-known voice recognition and speech to text APIs on the market directly from within Rocket.Chat. By configuring API’s connection and usage attributes, and giving rocket.chat’s UI the ability to click a button, record a message, send to the desired API and return the results to Rocket.Chat editing message box.","['https://github.com/RocketChat/Rocket.Chat/pull/11138/commits', 'https://github.com/RocketChat/Rocket.Chat/pull/11138', 'https://github.com/RocketChat/Rocket.Chat/pulls?q=is%3Apr+author%3Akb0304', 'https://github.com/RocketChat/Rocket.Chat.ReactNative/pulls?q=is%3Apr+author%3Akb0304']",[]
31, Extending NLP functionality for Germanic Languages ,"NLP is severely lacking in meaningful functionalities for Germanic languages. Normalization, POS tagging and stemming modules  (all significant parts...", Eleftheria ," Mentor  James Tauber, Todd Cook ", Organization  Classical Language Toolkit ,/archive/2018/projects/6655032095145984,https://github.com/Sedictious/gsoc_cltk_2018_summary/blob/master/summary.md,No,Yes,"NLP is severely lacking in meaningful functionalities for Germanic languages. Normalization, POS tagging and stemming modules  (all significant parts of modern NLP) seem to be absent from  the core, rendering the use of the tool as part of significant research projects non-viable. The proposed progress aims to extend the current functionalities of the Germanic family.","['https://github.com/cltk/cltk/pull/692', 'https://github.com/cltk/cltk/pull/711', 'https://github.com/cltk/cltk/pull/786', 'https://github.com/cltk/cltk/pull/816', 'https://github.com/cltk/cltk/pull/757', 'https://github.com/cltk/cltk/pull/758', 'https://github.com/cltk/cltk/pull/759', 'https://github.com/cltk/cltk/pull/767', 'https://github.com/cltk/cltk/pull/809', 'https://github.com/cltk/cltk/pull/770', 'https://github.com/cltk/cltk/pull/740', 'https://github.com/cltk/cltk/pull/762', 'https://github.com/cltk/cltk/pull/774', 'https://github.com/cltk/cltk/pull/788']",[]
32, Annotate ASM library with signature checker ,"This project consists of:

Annotating ASM with signature string checker of checker framework.

Find and report bugs if any found during the process.
...", Sagar Tewari , Mentor  Michael Ernst , Organization  Checker Framework ,/archive/2018/projects/6657754164887552,https://github.com/gsaga/checker-framework,No,No,"This project consists of:

Annotating ASM with signature string checker of checker framework.

Find and report bugs if any found during the process.

Maintain an annotated fork of ASM.

Do the same with other similar tools in any time left in the summers.",['https://github.com/github/site-policy/pull/582'],[]
34, Improve storage service ,"Improvements and new features for the storage system, and update of the flysystem storage extension.", rubencm ," Mentor  Derk Ruitenbeek, Tristan Darricau, Marc Alexander ", Organization  phpBB Forum Software ,/archive/2018/projects/6662466079555584,https://gist.github.com/rubencm/d318b0a4b0b09aafdbc3e4bbd5c230a2,No,No,"Improvements and new features for the storage system, and update of the flysystem storage extension.",[],[]
35, Just say no to GTK+ 2 ,"As the world changes, Sugar cannot stand still. If the platforms we depend upon drop support for the version tools we are using, then we have to...", yashagrawal3 ," Mentor  Carlos Mauro Cardenas, Ignacio Rodriguez, Chihurumnaya Ibiam ", Organization  Sugar Labs ,/archive/2018/projects/6663287626268672,https://gist.github.com/yashagrawal3/c4ec6520375a6349bc05969bbb9a1170,No,No,"As the world changes, Sugar cannot stand still. If the platforms we depend upon drop support for the version tools we are using, then we have to update our work so that it remains compatible.
With the end of GTK+ 2 and GStreamer 0.10, we need to upgrade the activities with these dependencies. The purpose of this project is to port dependencies of 25 Sugar activities to “GTK+ 3 and GStreamer 1.0”. The task is accompanied by updating to the latest version of sugargame and Sugar Toolkit. This project ensures better performance and long-term support for these sugar activities.",[],[]
36, Ontology Integration ,Stemformatics is an online portal which enables stem cell biologists to visualize and analyze datasets quickly and easily. The primary goal of the..., Glenn Fernandes ," Mentor  Chris Pacheco Rivera, isha Nagpal ", Organization  Stemformatics ,/archive/2018/projects/6664953201164288,https://medium.com/@glennf2802/google-summer-of-code-2018-stemformatics-811d1340e8e5,No,No,"Stemformatics is an online portal which enables stem cell biologists to visualize and analyze datasets quickly and easily. The primary goal of the project was to ease the entry of biological data and the ability to annotate this data. This was done firstly by improving features in the annotation table, integrating an ontology lookup service and creating a summary table page to have a quick look at the data and edit it as well.",[],[]
37, Automotive Grade Linux (AGL) ,Running the AGL demo platform (agl-demo-platform), Yordan Dimitrov , Mentor  Jan-Simon Moeller , Organization  The Linux Foundation ,/archive/2018/projects/6670476931760128,https://ydimitrov.github.io/gsoc-participation-2018/,No,No,Running the AGL demo platform (agl-demo-platform),[],[]
38, Improve Demo creation in Origami ,Improve the Demo creation in Origami and Provide REST API for demo access.Adding analytic server  for  optimising demo performance and for getting ..., Vipin Singh ," Mentor  Deshraj, Avais Pagarkar, Utkarsh Gupta ", Organization  CloudCV ,/archive/2018/projects/6670827508465664,https://gist.github.com/vpn1997/63ee006760c15b5bbe80bce6fbe119aa,No,Yes,Improve the Demo creation in Origami and Provide REST API for demo access.Adding analytic server  for  optimising demo performance and for getting  deeper Insights on demo functionality.,"['https://github.com/Cloud-CV/Origami/pull/209', 'https://github.com/Cloud-CV/Origami/pull/220', 'https://github.com/Cloud-CV/Origami/pull/221', 'https://github.com/Cloud-CV/Origami/pull/224', 'https://github.com/Cloud-CV/Origami/pull/225', 'https://github.com/Cloud-CV/Origami/pull/226', 'https://github.com/Cloud-CV/Origami/pull/227', 'https://github.com/Cloud-CV/Origami/pull/228', 'https://github.com/Cloud-CV/Origami/pull/229', 'https://github.com/Cloud-CV/Origami/pull/230', 'https://github.com/Cloud-CV/Origami/pull/231']",[]
39, Databases and bounds of codes ,The following proposal detail some possible improvements of the coding theory component of SageMath. We aim to build databases of precomputed bounds..., Filip Ion ," Mentor  Johan Rosenkilde, Dima Pasechnik ", Organization  Sage Mathematical Software System ,/archive/2018/projects/6673452673007616,https://filipion.github.io/optimal-linear-codes/,Yes,No,The following proposal detail some possible improvements of the coding theory component of SageMath. We aim to build databases of precomputed bounds and optimal examples of linear codes for each choice of parameters below a maximum range.,[],[]
40, MongoDB Output Connector for Apache ManifoldCF ,"Apache ManifoldCF is an open source software framework which falls under the category of enterprise content management software, designed to...", Irindu Nugawela , Mentor  Piergiorgio Lucidi , Organization  Apache Software Foundation ,/archive/2018/projects/6680749151354880,https://drive.google.com/drive/folders/1Vq8rYKKzl27_YGrIuKsXch0j7QMihhCW,No,Yes,"Apache ManifoldCF is an open source software framework which falls under the category of enterprise content management software, designed to synchronize documents and their metadata between source content repositories and target repositories where documents are indexed and can be searched for. Apache ManifoldCF is currently extending its capabilities to also support content migration.
ManifoldCF uses output connectors to connect to different kinds of target repositories and uses repository connectors to connect to source content repositories. Currently, ManifoldCF only has a repository connector for GridFS which allow it to read binaries from MongoDB. But yet ManifoldCF does not have a MongoDB output connector.
The proposed project is to develop a MongoDB output connector for Apache ManifoldCF, to allow ManifoldCF to migrate content against a MongoDB instance to extend it's enterprise content management capabilities as well as it's enterprise content migration capabilities.",[],[]
41, The Road to CDLI’s Corpora Integration into CLTK: an Undertaking ,"This project focuses on integrating Cuneiform Digital Library Initiative (CDLI) corpora into the Classical Language Toolkit (CLTK). Currently, CLTK...", Andrew Deloucas ," Mentor  Willis Monroe, Tyler Kirby ", Organization  Classical Language Toolkit ,/archive/2018/projects/6685104516628480,https://github.com/adeloucas/GSoC-Akkadian/,No,Yes,"This project focuses on integrating Cuneiform Digital Library Initiative (CDLI) corpora into the Classical Language Toolkit (CLTK). Currently, CLTK houses several functions developed by Dr. Willis Monroe; the difficulty in utilizing these functions is due to the variables having to be presented in a reconstructed normalized form of Akkadian, which is not how tablets are either written traditionally or stored by CDLI. The goal of this project is to enable CLTK to reconstruct a  normalized spelling out of CDLI’s ATF text and thus create data available for two fundamental uses: 1) allowance of individuals to learn and practice Akkadian with real and novel reading exercises; and 2) with further class development, be analyzed on a mass scale.",[],[]
42, [gsoc18-a-dd6] DirectDemod: Decoding of Automatic Picture Transmission (NOAA) ,One of the important functions of satellites is to provide us with weather data allowing us to properly plan and be prepared for adverse weather..., Vinay C K ," Mentor  Kai Wilke, Hornig, tensai, AerospaceResearch.net, Uli Bey ", Organization  AerospaceResearch.net ,/archive/2018/projects/6687330249211904,http://aerospaceresearch.net/?p=949,No,No,"One of the important functions of satellites is to provide us with weather data allowing us to properly plan and be prepared for adverse weather conditions. Major users of such data are fishermen or sailors. They need to know the positions of dangerous storms, hurricanes etc and allow them to move away from them. Generally, the weather images can be downloaded from the internet, but the ships rarely have an internet connection. Hence for this, one of the solutions is that NOAA weather satellites freely send the weather images and data down to earth continuously. This is perfect for us, the users can simply have a simple and cheap RTL-SDR device and capture this freely available weather data. Currently, this is possible, but there are no opensource tools that come with the complete package. Usually, one software is used to capture and demodulate FM and then the decoded audio is fed into the other software to decode the image. This complex procedure needs a human's manual input and the raw IQ file may be lost in the process. This project intends to solve this. The open source tool that will be developed will have all the required functionalities.",[],['https://github.com/aerospaceresearch/DirectDemod/issues']
43, Develop Badgeyay into Complete Service ,The main goal of this year's GSoC was to develop Badgeyay  into a complete Service with services ranging from simple to complex functionalities which..., Parth Shandilya ," Mentor  Mie Lam, Nayana Adassuriya, Ricky Ng-Adam, Mario Behling, Nicco Kunzmann, DEEPJYOTI MONDAL ", Organization  FOSSASIA ,/archive/2018/projects/6691437513015296,https://gist.github.com/ParthS007/a3f24294cf489b565a9bded339827761,No,Yes,"The main goal of this year's GSoC was to develop Badgeyay  into a complete Service with services ranging from simple to complex functionalities which include :

Modularizing the API and follow the best standards.
Improving the Rest API and Resolving the known bugs.
Improving current UI of Badgeyay and changing it along with GSoC Period by Using Ember JS and Semantic UI.
Improving the Badge Layout and provide more features to the user. 
Implementing User Authentication and Integrating database management system into Badgeyay. 
Implementing a Badge Management System.
Implementing Admin Panel.

Tech Stack:
The whole front end is shifted to Flask template to MVC frontend framework Ember JS. Everything in the frontend is divided into components and chaining of actions and models have been implemented. Semantic UI is used for styling purposes.
The whole API is redesigned to follow JSON API specification using the marshmallow to make it compatible with data coming from Frontend. Firebase is also used to support admin and authentication functionalities from the backend flask server.",['https://github.com/fossasia/badgeyay/pulls?q=+is%3Apr+author%3AParthS007'],"['https://github.com/fossasia/badgeyay/issues?q=is%3Aissue+author%3AParthS007', 'https://github.com/fossasia/badgeyay/issues?&q=ParthS007']"
44, Generative Adversarial Networks for Particle Physics Applications ,"Deep Learning Networks have proven to perform well for a wide range of problems, especially those requiring large labelled dataset to learn patterns....", Anushree Rankawat ," Mentor  Sergei Gleyzer, Lorenzo Moneta, Omar Zapata ", Organization  CERN-HSF ,/archive/2018/projects/6692252550168576,https://medium.com/@anushreerankawat110/gsoc-2018-generative-adversarial-networks-in-tmva-554cda974584,No,No,"Deep Learning Networks have proven to perform well for a wide range of problems, especially those requiring large labelled dataset to learn patterns. A new algorithm that has taken the Deep Learning research community by a storm is that of Generative Adversarial Networks (GANs) introduced by Ian Goodfellow in 2015. This algorithm has a lot of potential owing to the fact that it can generate data that is quite similar to the data given for learning in addition to faster generation of samples when compared to fully visible belief nets. It therefore makes GANs immensely useful in simulation of particle physics and astrophysical data.
Since ROOT is a data analysis tool extensively used for applications in particle physics and features a dedicated machine learning submodule, Toolkit for Multivariate Analysis (TMVA), it is essential to include a GAN implementation in the toolkit.
My project would focus on integrating an optimized GAN implementation in the TMVA DNN library with the help of already existing implementations of Deep Network Models. It would also involve enabling GPU Implementation of GANs using Nvidia’s CUDA library.",[],[]
45, Stackle - Frontend Functionality and User Interface Improvements ,"Being a web communication portal for Open Source organizations to discuss about their GitHub projects and their issues, Stackle provides the...", Nandun Bandara ," Mentor  Pasan Gamaetige, Tharindu Ranathunga ", Organization  Sustainable Computing Research Group (SCoRe) ,/archive/2018/projects/6694787050635264,https://gist.github.com/ntbandara3/b33e492d229167697ecac17d06c5a501,No,No,"Being a web communication portal for Open Source organizations to discuss about their GitHub projects and their issues, Stackle provides the administrators the ability to create a forum thread for an organization and the users signing in are able to view, contribute and engage in them. The proposed system is an improved user interface in terms of consistency and design with the existing functionality and ones yet to be implemented.",[],[]
