ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
17, nodewatcher: Build system rework and package upstreaming ,"Nodewatcher currently uses Dockerized OpenWrt firmware builders which are manually generated.
Currently, their generation is slow and complicated...", Robert Marko ," Mentor  Valent Turkovic, David Marn ", Organization  freifunk ,/archive/2018/projects/4921530546913280,https://blog.freifunk.net/2018/08/13/nodewatcher-build-system-rework-and-package-upstreaming-final-update/,No,Yes,"Nodewatcher currently uses Dockerized OpenWrt firmware builders which are manually generated.
Currently, their generation is slow and complicated which does not allow quick bug fixing.
They are configured here:https://github.com/wlanslovenija/firmware-core
Packages that are crucial to the functioning of Nodewatcher configured nodes are mostly not upstreamed and are also compiled with the OpenWrt source code.
The idea of this is to simplify and speed up the whole building process.
While we are at it also upstream all necessary packages to ease their maintenance.",[],[]
18, LibreOffice Android Viewer ,"Currently, there are many features of the android viewer are either not implemented or not working properly. For instance theres no option for...", Muammer Mert Tümer ," Mentor  Tomaž Vajngerl, Miklos Vajna ", Organization  LibreOffice ,/archive/2018/projects/4922437388992512,https://gerrit.libreoffice.org/#/q/mert,No,No,"Currently, there are many features of the android viewer are either not implemented or not working properly. For instance theres no option for neither priting the documents  nor exporting to pdf. Also tile rendering is working extremely slow and sometimes it causes a crash especially on Calc documents. I have some ideas to this rendering problem such as using cache because i noticed the android viewer renders the same tiles over and over again even tho they are not changed while the zoom is the same. Maybe we dont need to use cache to fix this maybe some other mechanism can be implemented to prevent this from happening which is why I need a mentor :). There are a lot of work to do not just these two of them of course. I hope you guys accept my proposal so that we can start working on it.",[],[]
19, Location Based Access Control ,"OpenMRS already has the privilege based access control implementations. Like that one, we need to implement a Location based Access control system...", Suthagar Kailayapathy ," Mentor  Daniel Kayiwa, Wyclif Luyima ", Organization  OpenMRS ,/archive/2018/projects/4927055351250944,https://medium.com/@suthagar23/location-based-access-control-gsoc-2018-with-openmrs-336b61b9db68,No,No,"OpenMRS already has the privilege based access control implementations. Like that one, we need to implement a Location based Access control system for OpenMRS. It will manage the access to the services based on the locations.
Some implementations want to register the users and patients (the persons also) in certain selected locations. Then access them based on the location that someone has logged in. That way, if someone is logged in a certain location, they should see only those encounters, observations, and patients registered in that location.",[],[]
20, OSM Public Transport Editor-2nd Part ,I plan to enhance the public transport web editor developed by David Kocich in GSoC’17. The proposed project will add more editing functionality and..., Anusha Singh , Mentor  David Kocich , Organization  OpenStreetMap ,/archive/2018/projects/4929538848980992,https://www.openstreetmap.org/user/anusha%20singh/diary/44670,No,Yes,I plan to enhance the public transport web editor developed by David Kocich in GSoC’17. The proposed project will add more editing functionality and modify existing features. The aim is to provide a simple and intuitive application to make the editing of PT in OSM easier.,"['https://github.com/dkocich/osm-pt-ngx-leaflet/pull/209', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/238', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/202', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/210', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/215', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/219', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/221', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/225', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/227', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/229', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/233', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/236', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/224', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/232', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/231', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/228', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/235', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/239', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/206', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/222', 'https://github.com/dkocich/osm-pt-ngx-leaflet/pull/230']",[]
21, Confusion Pair Correction Using Sequence to Sequence Models ,"LanguageTool (LT) currently uses neural networks to detect confusion between words. So far, it only considers 2 words of context in both directions...", Allen Antony , Mentor  jaumeortola , Organization  languagetool.org ,/archive/2018/projects/4932015702933504,https://github.com/drexjojo/confusion_pair_correction,No,No,"LanguageTool (LT) currently uses neural networks to detect confusion between words. So far, it only considers 2 words of context in both directions (tri-grams). The aim of this project is to extend this to take the entire sentence as context to detect the confusion pairs. For this, the project aims to leverage the use of a sequence-to-sequence model to detect the word(s) that are used incorrectly and then replace them with the correct word(s). The project aims to give this functionality to English, French, and German.",[],[]
22, Decentralised client-side recording for Jitsi Meet ,"Implement decentralised client-side recording mechanism in Jitsi Meet, where each device records and only records the audio of the participant on...", Radium (Tianlei Zheng) ," Mentor  Leonard Kim, Boris Grozev ", Organization  Jitsi ,/archive/2018/projects/4932481102905344,https://github.com/jitsi/jitsi-meet/pull/3223,No,Yes,"Implement decentralised client-side recording mechanism in Jitsi Meet, where each device records and only records the audio of the participant on that device, directly using the stream from audio recording device. Afterwards, the recordings are merged offline to form a single track.
Potential use cases include:

Hosting a podcast by remote collaboration.
Remotely interviewing people over the internet, with the intention of using the recording in a radio / TV program afterwards.
Collecting stories and oral history. Something like StoryCorps DIY but without the need to meet physically.
Virtual choir, where multiple people sing the same song together but remotely. Audio quality is crucial here.

This feature will potentially extend Jitsi Meet's user base to a lot more of audio content creators.","['/login?return_to=https%3A%2F%2Fgithub.com%2Fjitsi%2Fjitsi-meet%2Fpull%2F3223', '/login?return_to=https%3A%2F%2Fgithub.com%2Fjitsi%2Fjitsi-meet%2Fpull%2F3223', 'https://github.com/jitsi/jitsi-meet/pull/3223#event-1779079751', 'https://github.com/jitsi/jitsi-meet/pull/3223', '/login?return_to=https%3A%2F%2Fgithub.com%2Fjitsi%2Fjitsi-meet%2Fpull%2F3223']","['https://github.com/jitsi/jitsi-meet/issues/2648', 'https://github.com/ztl8702/jitsi-meet/issues/3']"
23, Performance and benchmarking improvements in WireGuard ,"In this project, I will optimize the in-kernel implementation of WireGuard and
improve WireGuard's infrastructure for measuring its performance.
By...", Jonathan Neuschäfer ," Mentor  Manuela Montserrat, Jake McGinty, Samuel Holland, Jason A. Donenfeld, Mathias Hall-Andersen, Peter Wu, Toke Høiland-Jørgensen, Jean-Philippe Aumasson ", Organization  The Linux Foundation ,/archive/2018/projects/4935339470749696,https://lists.zx2c4.com/pipermail/wireguard/2018-August/003240.html,No,Yes,"In this project, I will optimize the in-kernel implementation of WireGuard and
improve WireGuard's infrastructure for measuring its performance.
By following each of these two goals, I can test improvements to the other one.
The proposed optimizations will reduce the time WireGuard spends on its data
structures, and also result in better packet latency under load. I will not
optimize the cryptographic primitives, as this is better left to
cryptographers.",[],[]
24, VLC macOS Interface Redesign ,This project aims to revamp VLC’s user interface for macOS and improve the user experience. The introduction of the Media Center will provide users..., Vibhoothi Anand ," Mentor  David Fuhrmann, Felix Paul Kühne ", Organization  VideoLAN ,/archive/2018/projects/4936038678003712,https://vibhoothiiaanand.wordpress.com/2018/08/10/gsoc-2018-final-report/,No,Yes,"This project aims to revamp VLC’s user interface for macOS and improve the user experience. The introduction of the Media Center will provide users with new ways to browse audio and video files/content. Even though there are good controls for current video playback, there is always a room for improvement, we are going to implement a single control system for both fullscreen and windowed playback modes. Additionally adding full support for the Macbook Force Touch trackpad will create new controls for seeking media.",[],[]
25, Authentication helper add-on for ZAP ,ZAP allows the penetration tester to set up authentication for the web application being tested. This allows ZAP to run tests from the point of an..., M. Kajan ," Mentor  Rick M, Ricardo Pereira ", Organization  OWASP Foundation ,/archive/2018/projects/4936550718636032,https://github.com/zaproxy/zaproxy/wiki/GSoC2018AuthenticationhelperAddOn,No,Yes,"ZAP allows the penetration tester to set up authentication for the web application being tested. This allows ZAP to run tests from the point of an authenticated user. This is an excellent feature as with the ability of session management and automatic (re)authentication ZAP can check for vulnerabilities that are hidden in authorized resources. This is also a good feature to test broken authentication and session management.
However, as of now setting up authentication in ZAP is a multi-step process [1]. It is time-consuming and error-prone. This project targets to resolve this problem by adding three new features to ZAP.

Automated configuration
Guided configuration
Authentication status scanning

[1] https://github.com/zaproxy/zaproxy/wiki/FAQformauth","['https://github.com/zaproxy/zaproxy/pull/4898', 'https://github.com/zaproxy/zap-extensions/pull/1712', 'https://github.com/zaproxy/zaproxy/pull/4682', 'https://github.com/zaproxy/zaproxy/pull/4898', 'https://github.com/zaproxy/zaproxy/pull/4696', 'https://github.com/zaproxy/zap-core-help/pull/193', 'https://github.com/zaproxy/zaproxy/pull/4682', 'https://github.com/zaproxy/zap-extensions/pull/1534']","['https://github.com/zaproxy/zaproxy/issues/4705', 'https://github.com/zaproxy/zaproxy/issues/4705#issuecomment-393109195', 'https://github.com/zaproxy/zaproxy/issues/2182', 'https://github.com/zaproxy/zaproxy/issues/2332', 'https://github.com/zaproxy/zaproxy/issues/173']"
26, Deep learning modeling to discover the regulatory sequence motifs that predict the cancer drug responses ,The project goal is to develop a deep learning model to discover the regulatory motifs that are related with cancer drug responses. After building..., Chenyang Hong , Mentor  Daifeng Wang , Organization  Stony Brook University Biomedical Informatics ,/archive/2018/projects/4937810284904448,https://github.com/xxmen/GSOC,No,Yes,"The project goal is to develop a deep learning model to discover the regulatory motifs that are related with cancer drug responses. After building the model, I will evaluate the model and then try to use it to get more biological insight which is useful for personalized genomic medicine design.",[],[]
27, Mifos X Web App ,"Mifos X Web App is the revamped version of the Mifos X Community App, an effective financial inclusion solution and the default web application built...", abhaychawla ," Mentor  gauravsaini03, Maulik Soneji ", Organization  The Mifos Initiative ,/archive/2018/projects/4938219313430528,https://gist.github.com/abhaychawla/7e4d6644c78b8fd6d0f5bcd5d3c166ee,No,Yes,"Mifos X Web App is the revamped version of the Mifos X Community App, an effective financial inclusion solution and the default web application built on top of the Mifos X platform for the Mifos User Community. The newly integrated self-service user administrative portal strives to deliver better support to the self-service users of the online banking and mobile banking app from the financial institutions by providing them with a mechanism to properly manage and give necessary assistance to users for carrying out their operations.","['https://github.com/openMF/web-app/pull/53', 'https://github.com/openMF/web-app/pull/278', 'https://github.com/openMF/web-app/pull/55', 'https://github.com/openMF/web-app/blob/master/.github/PULL_REQUEST_TEMPLATE.md', 'https://github.com/openMF/web-app/pull/19', 'https://github.com/openMF/web-app/pull/20', 'https://github.com/openMF/web-app/pull/22', 'https://github.com/openMF/web-app/pull/23', 'https://github.com/openMF/web-app/pull/24', 'https://github.com/openMF/web-app/pull/27', 'https://github.com/openMF/web-app/pull/28', 'https://github.com/openMF/web-app/pull/150', 'https://github.com/openMF/web-app/pull/237', 'https://github.com/openMF/web-app/pull/302', 'https://github.com/openMF/web-app/pull/37', 'https://github.com/openMF/web-app/pull/45', 'https://github.com/openMF/web-app/pull/50', 'https://github.com/openMF/web-app/pull/71', 'https://github.com/openMF/web-app/pull/53', 'https://github.com/openMF/web-app/pull/287', 'https://github.com/openMF/web-app/pull/63', 'https://github.com/openMF/web-app/pull/129', 'https://github.com/openMF/web-app/pull/48', 'https://github.com/openMF/web-app/pull/66', 'https://github.com/openMF/web-app/pull/142', 'https://github.com/openMF/web-app/pull/124', 'https://github.com/openMF/web-app/pull/278', 'https://github.com/openMF/web-app/pull/69', 'https://github.com/openMF/web-app/pull/74', 'https://github.com/openMF/web-app/pull/126', 'https://github.com/openMF/web-app/pull/128', 'https://github.com/openMF/web-app/pull/90', 'https://github.com/openMF/web-app/pull/293', 'https://github.com/openMF/web-app/pull/49', 'https://github.com/openMF/web-app/pull/89', 'https://github.com/openMF/web-app/pull/90', 'https://github.com/openMF/web-app/pull/291', 'https://github.com/openMF/web-app/pull/96', 'https://github.com/openMF/web-app/pull/98', 'https://github.com/openMF/web-app/pull/122', 'https://github.com/openMF/web-app/pull/283', 'https://github.com/openMF/web-app/pull/140', 'https://github.com/openMF/web-app/pull/140', 'https://github.com/openMF/web-app/pull/144', 'https://github.com/openMF/web-app/pull/235', 'https://github.com/openMF/web-app/pull/140', 'https://github.com/openMF/web-app/pull/241', 'https://github.com/openMF/web-app/pull/277', 'https://github.com/openMF/web-app/pull/266', 'https://github.com/openMF/web-app/pull/270', 'https://github.com/openMF/web-app/pull/271', 'https://github.com/openMF/web-app/pull/272', 'https://github.com/openMF/web-app/pull/274', 'https://github.com/openMF/web-app/pull/275', 'https://github.com/openMF/web-app/pull/300', 'https://github.com/openMF/web-app/pull/297', 'https://github.com/openMF/web-app/pull/67', 'https://github.com/openMF/community-app/pull/2956', 'https://github.com/openMF/community-app/pull/2919']","['https://github.com/openMF/web-app/issues/44', 'https://github.com/openMF/web-app/issues/279', 'https://github.com/openMF/web-app/issues/280', 'https://github.com/openMF/web-app/issues/54', 'https://github.com/openMF/web-app/issues/15', 'https://github.com/openMF/web-app/issues/16', 'https://github.com/openMF/web-app/issues/17', 'https://github.com/openMF/web-app/issues/18', 'https://github.com/openMF/web-app/issues/21', 'https://github.com/openMF/web-app/issues/25', 'https://github.com/openMF/web-app/issues/26', 'https://github.com/openMF/web-app/issues/301', 'https://github.com/openMF/web-app/issues/4', 'https://github.com/openMF/web-app/issues/70', 'https://github.com/openMF/web-app/issues/52', 'https://github.com/openMF/web-app/issues/286', 'https://github.com/openMF/web-app/issues/62', 'https://github.com/openMF/web-app/issues/106', 'https://github.com/openMF/web-app/issues/47', 'https://github.com/openMF/web-app/issues/65', 'https://github.com/openMF/web-app/issues/141', 'https://github.com/openMF/web-app/issues/64', 'https://github.com/openMF/web-app/issues/123', 'https://github.com/openMF/web-app/issues/281', 'https://github.com/openMF/web-app/issues/68', 'https://github.com/openMF/web-app/issues/73', 'https://github.com/openMF/web-app/issues/125', 'https://github.com/openMF/web-app/issues/127', 'https://github.com/openMF/web-app/issues/35', 'https://github.com/openMF/web-app/issues/292', 'https://github.com/angular/angular/issues/16477', 'https://github.com/openMF/web-app/issues/33', 'https://github.com/openMF/web-app/issues/34', 'https://github.com/openMF/web-app/issues/36', 'https://github.com/openMF/web-app/issues/290', 'https://github.com/openMF/web-app/issues/95', 'https://github.com/openMF/web-app/issues/97', 'https://github.com/openMF/web-app/issues/117', 'https://github.com/openMF/web-app/issues/118', 'https://github.com/openMF/web-app/issues/119', 'https://github.com/openMF/web-app/issues/120', 'https://github.com/openMF/web-app/issues/284', 'https://github.com/openMF/web-app/issues/121', 'https://github.com/openMF/web-app/issues/130', 'https://github.com/openMF/web-app/issues/136', 'https://github.com/openMF/web-app/issues/200', 'https://github.com/openMF/web-app/issues/201', 'https://github.com/openMF/web-app/issues/234', 'https://github.com/openMF/web-app/issues/139', 'https://github.com/openMF/web-app/issues/202', 'https://github.com/openMF/web-app/issues/276', 'https://github.com/openMF/web-app/issues/203', 'https://github.com/openMF/web-app/issues/204', 'https://github.com/openMF/web-app/issues/205', 'https://github.com/openMF/web-app/issues/208', 'https://github.com/openMF/web-app/issues/206', 'https://github.com/openMF/web-app/issues/273', 'https://github.com/openMF/web-app/issues/207', 'https://github.com/openMF/web-app/issues/298', 'https://github.com/openMF/web-app/issues/236', 'https://github.com/openMF/web-app/issues/296', 'https://github.com/openMF/web-app/issues/58']"
28, Adopting the unreleased Romanian-Catalan pair and upgrading other pairs to the monolingual module system ,Currently there are no machine translation systems offering direct translation between Romanian and Catalan available to the general public. English..., Marc Riera Irigoyen ," Mentor  Hèctor Alòs i Font, Xavi Ivars ", Organization  Apertium ,/archive/2018/projects/4939485456367616,http://wiki.apertium.org/wiki/Romanian_and_Catalan/GSOC_2018,Yes,No,"Currently there are no machine translation systems offering direct translation between Romanian and Catalan available to the general public. English is commonly used as a pivot language, and the results are sometimes worse than what could be achievable with direct translation, because the two languages have a lot of common (both being Romance languages). In addition, many of Apertium's pairs (including an alpha Romanian-Catalan pair) have not been upgraded to current project standards, which makes present and future development or updated harder.
This proposal covers the creation of a ready-for-release direct Romanian-Catalan pair from existing linguistic data and documentation, as well as the upgrade and general cleanup of several other Apertium pairs.","['https://github.com/apertium/apertium-ind-zlm/pull/2', 'https://github.com/apertium/apertium-ind/pull/1', 'https://github.com/apertium/apertium-zlm/pull/1', 'https://github.com/apertium/apertium-cym-eng/pull/4', 'https://github.com/apertium/apertium-cym/pull/1', 'https://github.com/apertium/apertium-cat-ita/pull/3', 'https://github.com/apertium/apertium-afr-nld/pull/6', 'https://github.com/apertium/apertium-afr/pull/1', 'https://github.com/apertium/apertium-nld/pull/1']",[]
29, P2P Network Boot with BitTorrent ,"In this project, we explore the solutions that allow P2P network booting of Linux based systems and then create an easy to use and distribution...", Shreyansh Khajanchi , Mentor  Andrea Trentini , Organization  Debian Project ,/archive/2018/projects/4940883401113600,https://shreyanshja.in/blog/gsoc18--debian-report/,No,Yes,"In this project, we explore the solutions that allow P2P network booting of Linux based systems and then create an easy to use and distribution agnostic system of the said solution. We also aim to, at the very least, package the solution as a standard Debian package.",[],[]
30, OwnMailbox Improvements ,"Improve current functionality of the OwnMailbox personal email server, implement support for a GPG Key Server and HSTS. Furthermore, thoroughly...", Georgios Pipilis ," Mentor  Dashamir Hoxha, Pierre Parent ", Organization  Debian Project ,/archive/2018/projects/4941142441328640,https://gist.github.com/giorgos314/c718abc42c57f2e691ebaf40406df31a,No,Yes,"Improve current functionality of the OwnMailbox personal email server, implement support for a GPG Key Server and HSTS. Furthermore, thoroughly document the whole process, ensure the stability of the code and gain valuable knowledge on linux, cryptography and scripting.","['https://github.com/Own-Mailbox/proxy/pull/13', 'https://github.com/Own-Mailbox/debstrap/pull/5', 'https://github.com/Own-Mailbox/cs-com/pull/1', 'https://github.com/Own-Mailbox/debstrap/pull/4', 'https://github.com/Own-Mailbox/debstrap/pull/6']",[]
31, Adding Greek glyphs to the open  source font Arima Madurai ,"This project aims to extend the collection of fonts supporting Greek script in the Google Fonts Catalog. Indeed, today 35 typefaces supporting Greek...", Rosalie Wagner ," Mentor  Alexios Zavras (zvr), Emilios Theofanous, Irene Vlachou ", Organization  GFOSS - Open Technologies Alliance ,/archive/2018/projects/4941791518261248,https://gist.github.com/RosaWagner/27b7cc3c0f4fc629ee3cbb08663ab484,No,Yes,"This project aims to extend the collection of fonts supporting Greek script in the Google Fonts Catalog. Indeed, today 35 typefaces supporting Greek script are available. Moreover, only 2 fonts are explicitly intended for display text.
Arima Madurai is a font created by Natanael Gana and Joana Correia of NDISCOVER. It is a multiscripts display font with 8 weights from thin to black and have a strong calligraphic influence. It has a lot of personality so it can be recognisable in headlines or brand names uses. Regarding the history of Greek script, it is both interesting and challenging to design a typeface with a calligraphic feel: in terms of design but also in terms of study.
Arima Madurai already supports Tamil, Malayalam and Latin scripts and I would like to add Greek extended script to the glyphset. The fact that the font already supports multi scripts is a real benefit to the project: Arima Madurai already acts in non latin typographic environment and therefore displays a large set of shapes that can be used to match the Greek glyphs with the other ones.",[],[]
32, Add dry-run functionality to each write command ,"In mercurial, there are some write commands which have a --dry-run flag that turns on a mode in which user will get to know what will be the result...", Sushil Khanchi ," Mentor  Pulkit Goyal, Kevin Bullock, Sean Farley ", Organization  Python Software Foundation ,/archive/2018/projects/4947588918804480,http://khanchi.me/gsoc-summary/,No,No,"In mercurial, there are some write commands which have a --dry-run flag that turns on a mode in which user will get to know what will be the result output, without actually running that command. 
The focus of this project is to add dry-run functionality to each write command which are good candidate at present. Some good candidates are phase, strip, pull, push, amend, graft, merge, rebase, histedit and unshelve. In case of rebase, histedit and graft prints out the graph that would result if we ran the command.",[],[]
33, Coverage Boost - Java & JavaScript ,"This project aims to improve the testing and coverage of TEAMMATES
Overview of Project:

Reduce Technical Debt (Upgrade to Selenium 3.x)
Explore new...", Shradheya Thakre ," Mentor  Li Hao Tan, Phang Chun Rong ", Organization  TEAMMATES @ National University of Singapore ,/archive/2018/projects/4947811049144320,https://github.com/TEAMMATES/gsoc-2018/blob/master/Shradheya_Thakre/progress.md,No,Yes,"This project aims to improve the testing and coverage of TEAMMATES
Overview of Project:

Reduce Technical Debt (Upgrade to Selenium 3.x)
Explore new JS Unit Testing framework
Update test cases to optimize CI Build process
Add more test cases for missing features","['https://github.com/TEAMMATES/gsoc-2018/pull/30', 'https://github.com/TEAMMATES/teammates/pull/8813', 'https://github.com/TEAMMATES/teammates/pull/8770', 'https://github.com/TEAMMATES/teammates/pull/8813', 'https://github.com/TEAMMATES/teammates/pull/8770', 'https://github.com/TEAMMATES/teammates/pull/8840', 'https://github.com/TEAMMATES/teammates/pull/8843', 'https://github.com/TEAMMATES/teammates/pull/8859', 'https://github.com/TEAMMATES/teammates/pull/8938', 'https://github.com/TEAMMATES/teammates/pull/8973', 'https://github.com/TEAMMATES/teammates/pull/8970', 'https://github.com/TEAMMATES/teammates/pull/8966', 'https://github.com/TEAMMATES/teammates/pull/8992', 'https://github.com/TEAMMATES/teammates/pull/8949', 'https://github.com/TEAMMATES/teammates/pull/8934', 'https://github.com/TEAMMATES/teammates/pull/8998', 'https://github.com/TEAMMATES/teammates/pull/9023', 'https://github.com/TEAMMATES/teammates/pull/8914', 'https://github.com/TEAMMATES/teammates/pull/8974', 'https://github.com/TEAMMATES/teammates/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3Atshradheya+is%3Aclosed+is%3Amerged', 'https://github.com/TEAMMATES/teammates/pulls/tshradheya', 'https://github.com/TEAMMATES/teammates/pulls?utf8=%E2%9C%93&q=+is%3Apr+assignee%3Atshradheya+']","['https://github.com/TEAMMATES/teammates/issues/8763', 'https://github.com/TEAMMATES/teammates/issues/8768', 'https://github.com/TEAMMATES/teammates/issues/8768', 'https://github.com/TEAMMATES/teammates/issues/8842', 'https://github.com/TEAMMATES/teammates/issues/8844', 'https://github.com/TEAMMATES/teammates/issues/4034', 'https://github.com/TEAMMATES/teammates/issues/1501']"
34, Virtual Machine Templates (Appliances/Boxes) - Making CiviCRM Cloud Native and Docker Friendly ,"As with many open-source web applications, installing CiviCRM can be difficult – it requires installing/configuring a series of related services...", tiotsop , Mentor  Michael McAndrew , Organization  CiviCRM LLC ,/archive/2018/projects/5756033834156032,https://gist.github.com/tiotsop01/11c506e9bc60648e2f3eaae71916d00b,No,Yes,"As with many open-source web applications, installing CiviCRM can be difficult – it requires installing/configuring a series of related services (Linux, MySQL, Apache, an email service, and a CMS). A popular solution to this problem is to distribute pre-built virtual machine templates (""appliances"" or ""boxes""). This is where Docker come to the rescue! It provides a uniform way of building and running containers for any required services, making sure that the application performs the same regardless of the target environment.","['https://github.com/civicrm/civicrm-core/pull/12307', 'https://github.com/civicrm/civicrm-core/pull/12624', 'https://github.com/civicrm/civicrm-core/pull/12623']",[]
35, “Buzzbang Google-like bio data search” ,The project is about building a search engine for life sciences data based on Bioschemas.org . The data is scraped from all the relevant websites and..., innovationchef ," Mentor  Justin Clark-Casey, Daniela Butano ", Organization  InterMine ,/archive/2018/projects/5756433131896832,https://medium.com/@lohani.1575/summarizing-gsoc-2018-with-intermine-90a1f98d3336,No,No,The project is about building a search engine for life sciences data based on Bioschemas.org . The data is scraped from all the relevant websites and indexed in Apache Solr for querying.,[],[]
