ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
6, String Processing Utilities ,To develop String Processing Utilities for boosting mlpack library to manipulate string data types and to convert it into numeric datatype to apply..., Jeffin Sam , Mentor  Mikhail Lozhnikov , Organization  mlpack ,/archive/2019/projects/6337699743531008,https://www.mlpack.org/gsocblog/Jeffin2019Summary.html,No,No,"To develop String Processing Utilities for boosting mlpack library to manipulate string data types and to convert it into numeric datatype to apply machine learning algorithms.
Since most of the algorithm in mlpack have been written to handle numeric data type and as such it becomes important to convert string data type to numeric. By providing string utility function, we can convert string to numeric datatype and then can use a machine learning algorithm on it.
Also, data preprocessing is an important step involved in machine learning field to achieve high accuracy, and by providing string utility function, such as removing stop word, or removing punctuation, cleaning of string dataset could be achieved.
I have mentioned in the proposal, which function I would implement and how I would implement it and also have included the timeline. I have briefed about my background and have also added the relevant course work to account for the knowledge needed to build about the project.
I have raised pull request for many function along with the test, which are on review as of now. I would continue to sought out all the issues and looking forward to contribute to the organization.",[],[]
7, Issue-Wanted Web Application ,Issue-wanted is a web application focused on improving the open source Haskell community. It does so by centralizing and categorizing GitHub issues..., Rashad Gover ," Mentor  Veronika Romashkina, Dmitrii Kovanikov ", Organization  Haskell.Org ,/archive/2019/projects/6337793628831744,https://rashadg1030.github.io/rashad-blog/8.html,Yes,Yes,"Issue-wanted is a web application focused on improving the open source Haskell community. It does so by centralizing and categorizing GitHub issues across many Haskell repositories into a single location. The current issue-wanted code base is a skeleton project with a list of desired features. Over the three month period, I will build the backend by implementing the GitHub API query functions, database schema, asynchronous worker, API endpoints, and the necessary tests. Many more decisions will be made throughout the process. This proposal covers the features and components that make up issue-wanted, and the different ways they may be implemented.",[],[]
8, Approximately Similar file detection in DeltaCode ,DeltaCode is a tool to compare and report scan differences. It takes JSON files as an input which is the output of ScanCode-toolkit as well. When..., Arnav Mandal ," Mentor  Jonathan Yang, Steven Esser ", Organization  AboutCode.org ,/archive/2019/projects/6338690152923136,https://github.com/nexB/deltacode/wiki/Approximately-Similar-File-Detection-GSoC-2019-Final-Report,No,Yes,"DeltaCode is a tool to compare and report scan differences. It takes JSON files as an input which is the output of ScanCode-toolkit as well. When comparing files, it only uses the exact comparison. By exact comparison, I mean it compares the hash value of the files. The output of DeltaCode is a JSON/CSV file which includes the details of the scan such as delta score, delta count, etc. The goal of this project is to improve the usefulness of the delta by also finding files that are mostly the same (e.g. quasi or near duplicates) vs. files that are completely different. After this project, DeltaCode would be able to detect similar files in a directory approximately.","['https://github.com/nexB/scancode-toolkit/pull/1576', 'https://github.com/nexB/scancode-toolkit/pull/1651', 'https://github.com/nexB/deltacode/pull/128']",[]
9, Addition of novel CPTAC proteogenomic datasets to the cBioPortal ,This project will aim to create a pipeline for all CPTAC data transformation into cBioPortal compatible files for public access. Conversion and..., Lizabeth Katsnelson ," Mentor  JJ Gao, David Fenyö, Ritika Kundra, Priti Kumari ", Organization  cBioPortal for Cancer Genomics ,/archive/2019/projects/6341239065018368,https://github.com/lizabethkatsnelson/GoogleSummerOfCode2019,No,No,"This project will aim to create a pipeline for all CPTAC data transformation into cBioPortal compatible files for public access. Conversion and addition of novel CPTAC proteogenomic datasets into the cBioPortal will advance cancer studies, which will lead to a better understanding of the molecular profiles of cancer.",[],[]
10, ccNetViz Project : Advanced Custom Label And Text Formatting ,The Purpose of this project is to add advanced label formatting features to the ccNetviz library for graph Visualizations without affecting the..., Himanshu Jotwani ," Mentor  Ales Saska, Tom Helikar ", Organization  Computational Biology @ University of Nebraska-Lincoln ,/archive/2019/projects/6341913710428160,https://medium.com/@hjhimanshu01/gsoc-2019-final-report-4301ce8a568c,No,No,"The Purpose of this project is to add advanced label formatting features to the ccNetviz library for graph Visualizations without affecting the performance , at the same time adding corresponding UNIT tests to the components added.",[],[]
11, Improve and Maintain 25 Sugar Activities ,The project aims to improve and maintain at least 25 sugar activities., Swarup N ," Mentor  Rahul Bothra, James Cameron, Chihurumnaya Ibiam ", Organization  Sugar Labs ,/archive/2019/projects/6343477078523904,https://github.com/nswarup14/GSoC/blob/master/archives/2019/student-reports/improve-and-maintain-25-activities-Swarup-N.md,No,No,The project aims to improve and maintain at least 25 sugar activities.,"['https://github.com/sugarlabs/countries-activity/pull/13', 'https://github.com/sugarlabs/convert/pull/34', 'https://github.com/sugarlabs/write-activity/pull/36', 'https://github.com/sugarlabs/cedit-activity/pull/13', 'https://github.com/sugarlabs/browse-activity/pull/100', 'https://github.com/sugarlabs/calculate-activity/pull/62', 'https://github.com/sugarlabs/calculate-activity/pull/61', 'https://github.com/sugarlabs/terminal-activity/pull/35', 'https://github.com/sugarlabs/stick-hero-activity/pull/15']",[]
12, Nextcloud Integration on Plasma Mobile ,Develop a system to implement a bidirectional data synchronizer and deliver fully integrated solution for Nextcloud in Plasma Mobile by syncing data..., Rituka Patwal , Mentor  Bhushan Shah , Organization  KDE Community ,/archive/2019/projects/6343810290810880,https://community.kde.org/GSoC/2019/StatusReports/ORePoala,No,No,"Develop a system to implement a bidirectional data synchronizer and deliver fully integrated solution for Nextcloud in Plasma Mobile by syncing data from the Nextcloud server to device and vice versa, to enable users to add Nextcloud account and use the data shared on Nextcloud instance easily.",[],[]
13, Porting Magnetic Lasso to Krita ,"The Magnetic Lasso was lost during the port from Qt3 to Qt4, this project tries to continue the working to port the tool to the current version of...", hellozee ," Mentor  Dmitry Kazakov, Boudewijn Rempt ", Organization  KDE Community ,/archive/2019/projects/6344030189780992,https://community.kde.org/GSoC/2019/StatusReports/hellozee,No,No,"The Magnetic Lasso was lost during the port from Qt3 to Qt4, this project tries to continue the working to port the tool to the current version of Krita",[],[]
14, Improving site navigation for Archive.org ,"The Internet Archive is a non-profit library committed to Universal Access to Knowledge. In its 23 years of operation, the Internet Archive and its...", Kanchan Joshi ," Mentor  Isa Herico-Velasco, Brenton Cheng ", Organization  Internet Archive ,/archive/2019/projects/6347257455050752,https://github.com/koderjoker/gsoc-internetarchive-2019,No,Yes,"The Internet Archive is a non-profit library committed to Universal Access to Knowledge. In its 23 years of operation, the Internet Archive and its community have archived millions of web pages, books, texts, audio tracks, videos, images, and software. These items are made freely available to the public to consume and repurpose through the Internet Archive’s flagship website, Archive.org.
However, in the midst of the Archive's archiving efforts, it is imperative that users are able to easily navigate through the website's content and find what they are searching for, regardless of the device used or disabilities that they may have to contend with.
Thus, the following project aims at improving Archive.org's navigation by researching, prototyping and developing relevant components at IAUX, the Internet Archive’s monorepo for Archive.org UX development and prototyping.","['https://github.com/internetarchive/iaux/pull/177', 'https://github.com/internetarchive/iaux/pull/208', 'https://github.com/internetarchive/iaux/pull/229', 'https://github.com/internetarchive/iaux/pull/218', 'https://github.com/internetarchive/iaux/pull/225', 'https://github.com/internetarchive/iaux/pull/232', 'https://github.com/internetarchive/iaux/pull/265', 'https://github.com/internetarchive/iaux/pull/278', 'https://github.com/internetarchive/iaux/pull/278']","['https://github.com/internetarchive/iaux/issues/169', 'https://github.com/internetarchive/iaux/issues/195#issue-456375923', 'https://github.com/internetarchive/iaux/issues/196#issuecomment-514803299', 'https://github.com/internetarchive/iaux/issues/38', 'https://github.com/internetarchive/iaux/issues/164', 'https://github.com/internetarchive/iaux/issues/165', 'https://github.com/internetarchive/iaux/issues/166', 'https://github.com/internetarchive/iaux/issues/166', 'https://github.com/internetarchive/iaux/issues/195', 'https://github.com/internetarchive/iaux/issues/196', 'https://github.com/internetarchive/iaux/issues/178', 'https://github.com/internetarchive/iaux/issues/213', 'https://github.com/internetarchive/iaux/issues/222', 'https://github.com/internetarchive/iaux/issues/221', 'https://github.com/internetarchive/iaux/issues/230', 'https://github.com/internetarchive/iaux/issues/234', 'https://github.com/internetarchive/iaux/issues/231', 'https://github.com/internetarchive/iaux/issues/226', 'https://github.com/internetarchive/iaux/issues/247', 'https://github.com/internetarchive/iaux/issues/248', 'https://github.com/internetarchive/iaux/issues/249', 'https://github.com/internetarchive/iaux/issues/250', 'https://github.com/internetarchive/iaux/issues/251', 'https://github.com/internetarchive/iaux/issues/252', 'https://github.com/internetarchive/iaux/issues/253', 'https://github.com/internetarchive/iaux/issues/254', 'https://github.com/internetarchive/iaux/issues/255']"
15, Port Authentication to Polkit-qt ,"KDE Partition Manager runs all the authentication or authorization protocols over KAuth (KDE Authentication), which is a tier 2 library from KDE...", SHUBHAM. ," Mentor  Andrius Štikonas, Caio Jordão Carvalho ", Organization  KDE Community ,/archive/2019/projects/6347521142554624,https://community.kde.org/GSoC/2019/StatusReports/Shubham,No,No,"KDE Partition Manager runs all the authentication or authorization protocols over KAuth (KDE Authentication), which is a tier 2 library from KDE Frameworks. In the current implementation of KDE Partition Manager, all the privileged tasks such as executing some external program like btrfs, sfdisk etc. Or copying a block of data from one partition to the other, which requires escalated permissions to execute are executed by a helper non GUI application. So, instead of running whole GUI application (KDE Partition Manager) as root or superuser, a helper non GUI application is spawned which runs as root and executes privileged tasks. This helper program communicates with KDE Partition Manager over simple DBus protocol. The current implementation may seem a good idea, but is not, the reason being that KAuth is an extra layer added over Polkit-qt which causes extra overhead.
 So, the proposal for this project is to port all the authentication/authorization code from KAuth to Polkit-qt without effecting the original behaviour of KDE Partition Manager.",[],[]
16, Porting NetBSD to HummingBoard Pulse ,"NetBSD currently has good support for Allwinner (""Sunxi"") family SoCs and some support for SoCs from Amlogic (""meson""), Rockchip, and NVIDIA...", Saurav Prakash ," Mentor  Cryo, jmcneill, Martin Husemann ", Organization  The NetBSD Foundation ,/archive/2019/projects/6347947199954944,https://github.com/SauravPrakash98/netbsd-src/tree/build_1,No,No,"NetBSD currently has good support for Allwinner (""Sunxi"") family SoCs and some support for SoCs from Amlogic (""meson""), Rockchip, and NVIDIA (""Tegra""). This project is aimed at extending NetBSD support to Hummingboard Pulse. Hummingboard Pulse has i.MX8M Dual/Quad core ARM Cortex A53 up to 1.5Ghz (with ARM M4 GPP) marketed as a modular fanless mini computer, to be integrated with larger networks or systems, especially in the area of IOT development.",[],[]
17, Migration of drone excercises to ROS ,"This GSoC project essentially replaces the existing infrastructure of seven available exercises on drone programming with ROS, PX4 in Gazebo and...", Nikhil Khedekar ," Mentor  JoseMaría Cañas, Diego Martín ", Organization  JdeRobot - Universidad Rey Juan Carlos ,/archive/2019/projects/6348465498488832,https://theroboticsclub.github.io/colab-gsoc2019-Nikhil_Khedekar/,No,No,"This GSoC project essentially replaces the existing infrastructure of seven available exercises on drone programming with ROS, PX4 in Gazebo and mavROS. The resultant exercises shall allow users the possibility of directly porting their code onto real drones running PX4 with mavROS.",[],[]
18," Image Sequencer enhancement focusing Module Implementations, Particle analysis and code Maintainability. ",My proposal is based on enhancements that would incorporate real world use cases into the project and testing and maintainability that will bring..., AASHNA MITTAL ," Mentor  Rahul-Bhatia, jainaman224, Jeffrey Warren, Harshith, Sagarpreet Chadha-1 ", Organization  Public Lab ,/archive/2019/projects/6353129346433024,https://gist.github.com/aashna27/83626b50d765c178e7e1aa8d315fa8f3,No,Yes,"My proposal is based on enhancements that would incorporate real world use cases into the project and testing and maintainability that will bring consistency in contribution, make reviewing and testing thorough
The goal involves enhancing Image Sequencer and making it rich by incorporating:

More refined input options for coordinates(x,y) and color inputs.
Optimizing resize, fixing load-Preview to reduce load time and improve application performance.
Particle sizing and analysis using OpenCV.
Noise removal for targeting better image refinement.
Add Blur Radius functionality upon the existing blur module.
Adding Compositing module.
Improvise project maintainability and consistency. Add tests, documentation for new features added during coding period.",['https://github.com/publiclab/image-sequencer/pulls/aashna27'],"['https://github.com/publiclab/image-sequencer/issues?q=is%3Aopen+is%3Aissue+author%3Aaashna27+-label%3Afirst-timers-only', 'https://github.com/publiclab/image-sequencer/issues?q=is%3Aopen+is%3Aissue+author%3Aaashna27+label%3Afirst-timers-only']"
19, Performance in musicblocks ,Performance testing is to analyze results and determine where the app performance  can be improved and also improve users experience, Favour Kelvin ," Mentor  Sumit Srivastava, Devin Ulibarri, Walter Bender ", Organization  Sugar Labs ,/archive/2019/projects/6354094506115072,https://link.medium.com/vzQSRGdPoZ,No,No,Performance testing is to analyze results and determine where the app performance  can be improved and also improve users experience,[],[]
20, Expand libvirt test driver API coverage ,The libvirt library provides a stable API for managing platform virtualization utilizing different hypervisors or virtual machine monitors. Each..., Ilias Stamatis ," Mentor  Pavel Hrdina, Erik Skultety ", Organization  Libvirt ,/archive/2019/projects/6355995113029632,https://iliaswrites.wordpress.com/2019/08/13/final-gsoc-2019-report/,Yes,Yes,"The libvirt library provides a stable API for managing platform virtualization utilizing different hypervisors or virtual machine monitors. Each hypervisor requires its own driver inside libvirt, but not all API functions are supported by all drivers or hypervisors yet. In addition to the standard drivers, there is a supplementary fake driver, called test driver, designed to let applications test against libvirt with fake data and not have any effect on the host. As of today, there are still a lot of API functions not implemented by the test driver. The goal of this project is to expand the API coverage of the test libvirt driver.",[],[]
21, Stabilizing and improving p5.xr during Alpha release ,p5.xr is a library p5.js that enables WebXR capabilities with p5 sketches. The goal of the library is to allow p5.js sketches to become multiplatform..., Vedhant Agarwal , Mentor  Stalgia Mark Grigg , Organization  The Processing Foundation ,/archive/2019/projects/6356980724137984,https://github.com/processing/p5.js/blob/master/developer_docs/project_wrapups/vedhant_gsoc_2019.md,No,Yes,"p5.xr is a library p5.js that enables WebXR capabilities with p5 sketches. The goal of the library is to allow p5.js sketches to become multiplatform AR or VR projects with little added code. The capabilities of p5 will be greatly extended by this library and since it is in pre-alpha stage, it requires constant stabilization and testing while implementing new features.
I propose to work on the following :

Stabilizing, documentating, testing the p5.xr library during alpha release.
Implement virtual hit testing which requires research on various spatial data structures for persisting p5.Geometry object’s spatial information and implement it along with an efficient raycaster intersection algorithm.
Implement gaze tracking for controller-free interactivity.",[],[]
23, Mission Supernova 2 engine ,An engine in C++ to run the Mission Supernova 2 game on ScummVM., Jaromír Wysoglad ," Mentor  Strangerke, Thierry Crozat ", Organization  ScummVM ,/archive/2019/projects/6361385615753216,https://vyzigold-gsoc.blogspot.com/2019/08/google-summer-of-code-summary.html,No,Yes,An engine in C++ to run the Mission Supernova 2 game on ScummVM.,"['https://github.com/scummvm/scummvm/pull/1744', 'https://github.com/scummvm/scummvm/pull/1808', 'https://github.com/scummvm/scummvm/pull/1809#pullrequestreview-276943176', 'https://github.com/scummvm/scummvm/pull/1744', 'https://github.com/scummvm/scummvm/pull/1808', 'https://github.com/scummvm/scummvm/pull/1809']",[]
24, Retriever Provenance ,"The Data Retriever is a package manager for data. It downloads, cleans, and stores publicly available data, so that analysts spend less time cleaning...", Apoorva Pandey ," Mentor  Andrew Zhang, Henry Senyondo, Ethan White ", Organization  NumFOCUS ,/archive/2019/projects/6362246035275776,http://www.apoorvapandey.com/2019/08/24/the-pinnacle/,No,No,"The Data Retriever is a package manager for data. It downloads, cleans, and stores publicly available data, so that analysts spend less time cleaning and managing data, and more time analyzing it. The automation of this process reduces the time for a user to get most large datasets up and running by hours, and in some cases days.
Currently, it is hard to reproduce previous installations of a dataset using Data Retriever due to updates in the dataset and Data Retriever itself. This project aims to add provenance capabilities to Data Retriever so that it becomes easier to reproduce previous installations of a dataset at a later date.",[],[]
25, DRM ioctl decoding ,"Direct Rendering Manager subsystem has pretty elaborate ioctl interface, and it might be useful to be able to support its decoding.", Zhibin Li ," Mentor  Eugene Syromyatnikov, ldv ", Organization  strace ,/archive/2019/projects/6365096467496960,https://haoyouab.github.io/2019/05/16/GSoC-2019.html,No,No,"Direct Rendering Manager subsystem has pretty elaborate ioctl interface, and it might be useful to be able to support its decoding.",[],[]
26, Python algorithm migration ,"Currently AIMA is transferring from the 3rd to the 4th edition, thus some algorithms are removed, updated or added. To support the release of newest...", Bruce Yang , Mentor  Pierre de Lacaze , Organization  aimacode ,/archive/2019/projects/6368141548978176,https://gist.github.com/bruceyoungsysu/4bf16b6f82daa8117a63f14618324fa4,No,Yes,"Currently AIMA is transferring from the 3rd to the 4th edition, thus some algorithms are removed, updated or added. To support the release of newest edition of AIMA, some of the original Python instances need to be altered to fit the changes in book. Currently the repo 'aima-Python' records all the algorithms in the 3rd edition but not updated for the 4th yet. What needs to be done is to check differences between the third edition and fourth edition pseudocode, provide python examples, test cases, demos and documents for the altered parts. If possible, some visualization methods such as animation will make the algorithms clearer.","['https://github.com/aimacode/aima-python/pull/1096', 'https://github.com/aimacode/aima-python/pull/1096', 'https://github.com/aimacode/aima-python/pull/1096', 'https://github.com/aimacode/aima-python/pull/1096', 'https://github.com/aimacode/aima-python/pull/1096', 'https://github.com/aimacode/aima-python/pull/1096', 'https://github.com/aimacode/aima-python/pull/1097', 'https://github.com/aimacode/aima-python/pull/1097', 'https://github.com/aimacode/aima-python/pull/1093', 'https://github.com/aimacode/aima-python/pull/1093', 'https://github.com/aimacode/aima-python/pull/1108', 'https://github.com/aimacode/aima-python/pull/1094', 'https://github.com/aimacode/aima-python/pull/1094', 'https://github.com/aimacode/aima-python/pull/1106', 'https://github.com/aimacode/aima-python/pull/1094', 'https://github.com/aimacode/aima-python/pull/1094', 'https://github.com/aimacode/aima-python/pull/1106', 'https://github.com/aimacode/aima-python/pull/1095', 'https://github.com/aimacode/aima-python/pull/1102', 'https://github.com/aimacode/aima-python/pull/1103', 'https://github.com/aimacode/aima-python/pull/1104', 'https://github.com/aimacode/aima-python/pull/1105', 'https://github.com/aimacode/aima-python/pull/1075', 'https://github.com/aimacode/aima-python/pull/1076', 'https://github.com/aimacode/aima-python/pull/1088', 'https://github.com/aimacode/aima-python/pull/1091', 'https://github.com/aimacode/aima-python/pull/1093', 'https://github.com/aimacode/aima-python/pull/1094', 'https://github.com/aimacode/aima-python/pull/1095', 'https://github.com/aimacode/aima-python/pull/1096', 'https://github.com/aimacode/aima-python/pull/1097', 'https://github.com/aimacode/aima-python/pull/1102', 'https://github.com/aimacode/aima-python/pull/1103', 'https://github.com/aimacode/aima-python/pull/1104', 'https://github.com/aimacode/aima-python/pull/1105', 'https://github.com/aimacode/aima-python/pull/1106', 'https://github.com/aimacode/aima-python/pull/1108']",[]
27, Make OpenGR be able to work directly with CGAL point clouds ,"CGAL’s components are used with other libraries to achieve complex tasks, some of which are suffering from the lack of interoperability while some...", Necip Fazil Yildiran ," Mentor  Simon Giraudot, Nicolas Mellado ", Organization  CGAL project ,/archive/2019/projects/6368652381650944,http://www.necipyildiran.com/other/gsoc19-final-report.html,No,Yes,"CGAL’s components are used with other libraries to achieve complex tasks, some of which are suffering from the lack of interoperability while some others from performance issues with the existing wrappers. In this project, two other libraries that can be used with CGAL are considered: OpenGR and pointmatcher. Although OpenGR has a wrapper to work with CGAL types, it suffers from duplication of the point type due to lack of proper abstraction layer. For pointmatcher, there does not exist a wrapper, i.e., an interoperability channel to use its ICP method on a CGAL point cloud that global registration is applied. The first goal of this project is to introduce an abstraction layer around point and normal type for the OpenGR library, so that, CGAL types can be directly used. The second goal is to have a new wrapper for the pointmatcher library  that will provide an ICP method that can be applied after the global registration to a CGAL point cloud.",[],[]
28, Transformer of Attention Mechanism  for Long-context QA ,"In this GSoC project, I choose to employ the language model of transformer with attention mechanism to automatically discover query templates for the...", Stuart Chan ," Mentor  Bharat, nausheenfatma, Rricha Jalota ", Organization  DBpedia ,/archive/2019/projects/6371944121761792,https://github.com/StuartCHAN/neural-qa,No,Yes,"In this GSoC project, I choose to employ the language model of transformer with attention mechanism to automatically discover query templates for the neural question-answering knowledge-based model. My ultimate goal is to train the attention-based NSpM model on DBpedia with its evaluation against the QALD benchmark.",[],[]
29, Reference-Counted Data Structures for D ,"Currently, D’s built-in data structures (arrays and associative arrays) and
Phobos collections (e.g. std.container.rbtree) rely on garbage...", lesderid ," Mentor  Russel Winder, wilzbach, Andrei Alexandrescu ", Organization  D Programming Language ,/archive/2019/projects/6372712585363456,https://github.com/dlang/druntime/pull/2760,No,Yes,"Currently, D’s built-in data structures (arrays and associative arrays) and
Phobos collections (e.g. std.container.rbtree) rely on garbage collection.
This has a number of issues, including the inability to use them when compiling
with -betterC, GC pauses, and memory usage being nondeterministic.
The goal of this project is to implement @nogc @safe versions of common data
structures through the use of reference counting for memory management.
Reference counting is already being used with success by other systems
programming languages (such as C++) for the same purpose. With recent work by
Eduard Staniloiu on __RefCount,  an official implementation of these
collections can be added to D’s standard runtime.","['/login?return_to=https%3A%2F%2Fgithub.com%2Fdlang%2Fdruntime%2Fpull%2F2760', '/login?return_to=https%3A%2F%2Fgithub.com%2Fdlang%2Fdruntime%2Fpull%2F2760', 'https://github.com/dlang/druntime/pull/2690', 'https://github.com/dlang/druntime/pull/2679#discussion_r303841362', '/login?return_to=https%3A%2F%2Fgithub.com%2Fdlang%2Fdruntime%2Fpull%2F2760', 'https://github.com/dlang/druntime/pull/2760']",[]
30, FOSSASIA GSOC'19 Proposal: Neurolab-Android ,"My project is about porting, implementing and developing the features specifically, the Audio and Visual Feedback features of the Neurolab...", Jaideep Prasad ," Mentor  Lorenz Gerber, Alessandro Volpato, Daniel J Blueman, Mario Behling, Avjeet Singh, Mishari Muqbil, Madhushanka Padmal ", Organization  FOSSASIA ,/archive/2019/projects/6374419633537024,https://gist.github.com/jddeep/f577efa04baea912a44605fbbf7d8d91,No,Yes,"My project is about porting, implementing and developing the features specifically, the Audio and Visual Feedback features of the Neurolab application (desktop version). Firstly, the project needs the development of the program modes in the Android application so that the user can select between the formers and get to launch the application and receive output/feedback accordingly. Then comes the development of the Audio and Visual Feedback features for the application. Now while developing these features it needs to get all the bases covered by coding all the possible classes (java files) and function modules for handling the background processes which can be achieved by taking some inspiration from the Neurophlex project. Animations need to be integrated and the app shall need UX/UI improvements for a better in-app experience. Details of the development process are further in my proposal.",['https://github.com/fossasia/neurolab-android/pulls/jddeep'],['https://github.com/fossasia/neurolab-android/issues/created_by/jddeep']
31, Script Engine Integration for Elytron ,WildFly Elytron is a new security framework developed by WildFly to provide a single unified security framework across whole of the application..., Bhaskar Gupta ," Mentor  Darran Lofthouse, Farah Juma ", Organization  JBoss Community ,/archive/2019/projects/6375774242734080,https://github.com/bhaskargupta98/wildfly-elytron-gsoc,No,Yes,"WildFly Elytron is a new security framework developed by WildFly to provide a single unified security framework across whole of the application server which replaced the pre existing Java Authentication and Authorization Service (JAAS) which used to be the standard Pluggable Authentication Module (PAM) information security framework.
To extend Elytron’s functionality beyond the existing security realms, custom security realms can be implemented using existing Elytron’s APIs and SPIs for their usage in WildFly Elytron subsystem.
Now to extend this functionality of custom development to scripting languages other than Java, Java ScriptEngine is used.
During the summer as the project of GSoC under JBoss Community, I’ll be working on extending the functionality of WildFly Elytron’s implementation of custom security realms using other scripting languages.",[],[]
32, Search Update & In-Doc Search UI ,"Searching is an important part of Read the Docs.
This project aims to implement new features on the existing search backend, which are as follows:
...", Vaibhav (dojutsu-user) ," Mentor  David Fischer, Eric Holscher ", Organization  Read the Docs ,/archive/2019/projects/6376055881859072,https://gist.github.com/dojutsu-user/16e429173de35a5aced04b1f44f07321,No,Yes,"Searching is an important part of Read the Docs.
This project aims to implement new features on the existing search backend, which are as follows:

In-Doc Search UI: Creating an Sphinx extension which provides a full-page search UI with ""search as you type"" capability.
Multiple Hits Per Search Result: Support results from sections of the docs.
Code Search: Index sphinx domain objects properly and improve the UI/UX around its search.
Search Analytics: Provide search analytics to the project admins.",[],"['https://github.com/readthedocs/readthedocs.org/issues/5966', 'https://github.com/readthedocs/readthedocs.org/issues/5968', 'https://github.com/readthedocs/readthedocs-sphinx-search/issues/23']"
33, Improve Shading Language Support in GraphicsFuzz ,GraphicsFuzz is a tool that helps graphics driver makers capture defects by fuzzing and rendering semantically equivalent shaders. The tool applies..., Jiradet Ounjai ," Mentor  Paul Thomson, Alastair Donaldson ", Organization  Android Graphics Tools Team ,/archive/2019/projects/6377225270591488,https://gist.github.com/jiradeto/36b28fbc3d2596f218efc98e069786f6,No,Yes,"GraphicsFuzz is a tool that helps graphics driver makers capture defects by fuzzing and rendering semantically equivalent shaders. The tool applies the metamorphic testing technique that transforms shaders using the available functions in OpenGL shading language (GLSL). Currently, GLSL built-in functions are not fully supported by the tool. Providing a new set of GLSL features to GraphicsFuzz would create new ideas of transformation, and help the tool to detect a wider range of bugs.","['https://github.com/google/graphicsfuzz/pull/554', 'https://github.com/google/graphicsfuzz/pull/555', 'https://github.com/google/graphicsfuzz/pull/581', 'https://github.com/google/graphicsfuzz/pull/585', 'https://github.com/google/graphicsfuzz/pull/592', 'https://github.com/google/graphicsfuzz/pull/413', 'https://github.com/google/graphicsfuzz/pull/421', 'https://github.com/google/graphicsfuzz/pull/424', 'https://github.com/google/graphicsfuzz/pull/428', 'https://github.com/google/graphicsfuzz/pull/429', 'https://github.com/google/graphicsfuzz/pull/447', 'https://github.com/google/graphicsfuzz/pull/459', 'https://github.com/google/graphicsfuzz/pull/472', 'https://github.com/google/graphicsfuzz/pull/475', 'https://github.com/google/graphicsfuzz/pull/602', 'https://github.com/google/graphicsfuzz/pull/643', 'https://github.com/google/graphicsfuzz/pull/660', 'https://github.com/google/graphicsfuzz/pull/676', 'https://github.com/google/graphicsfuzz/pull/477', 'https://github.com/google/graphicsfuzz/pull/489', 'https://github.com/google/graphicsfuzz/pull/490', 'https://github.com/google/graphicsfuzz/pull/500', 'https://github.com/google/graphicsfuzz/pull/508', 'https://github.com/google/graphicsfuzz/pull/513', 'https://github.com/google/graphicsfuzz/pull/514', 'https://github.com/google/graphicsfuzz/pull/529', 'https://github.com/google/graphicsfuzz/pull/538', 'https://github.com/google/graphicsfuzz/pull/561', 'https://github.com/google/graphicsfuzz/pull/576', 'https://github.com/google/graphicsfuzz/pull/622', 'https://github.com/google/graphicsfuzz/pull/625', 'https://github.com/google/graphicsfuzz/pull/677', 'https://github.com/google/graphicsfuzz/pull/681', 'https://github.com/google/graphicsfuzz/pull/693']",['https://github.com/KhronosGroup/SPIRV-Cross/issues?utf8=%E2%9C%93&q=+is%3Aissue+author%3Ajiradeto+']
34, Implementation of a sub-gridding framework ,"An implementation of a sub-gridding framework is proposed. Sub-gridding reduces the computational resources and 
solve time required for many...", John Hartley ," Mentor  Craig Warren, Antonis ", Organization  gprMax ,/archive/2019/projects/6378497251999744,https://github.com/gprMax/gprMax/pull/224,No,Yes,"An implementation of a sub-gridding framework is proposed. Sub-gridding reduces the computational resources and 
solve time required for many problems in Ground Penetrating Radar (GPR). This is achieved by reducing the global spatial and temporal resolution of the finite difference grid whilst maintaining the resolution in local regions containing high dielectric strength materials or fine geometric detail. This feature is highly beneficial to those in the GPR community working on optimisation and inversion problems. An implementation of a sub-gridding framework is proposed such that gprMax users have access to this advanced modelling feature.","['/login?return_to=https%3A%2F%2Fgithub.com%2FgprMax%2FgprMax%2Fpull%2F224', '/login?return_to=https%3A%2F%2Fgithub.com%2FgprMax%2FgprMax%2Fpull%2F224', '/login?return_to=https%3A%2F%2Fgithub.com%2FgprMax%2FgprMax%2Fpull%2F224', 'https://github.com/gprMax/gprMax/pull/224']",[]
35, Tool to Cut Videos in Commons ,"VideoCutTool will help to trim videos on-the-fly in Wikimedia Commons. Currently, a video in Wikimedia Commons cannot be edited online. They have to...", Gopa Vasanth ," Mentor  James Heilman, Pratik Shetty, Hassan Amin ", Organization  Wikimedia Foundation ,/archive/2019/projects/6379537623941120,https://gopavasanth.wordpress.com/2019/08/21/gsoc19-final-report/,No,Yes,"VideoCutTool will help to trim videos on-the-fly in Wikimedia Commons. Currently, a video in Wikimedia Commons cannot be edited online. They have to be downloaded, changes made and later re-uploaded. As this process tends to take a good amount of time, the VideoCutTool makes authorized users work hopefully up-to 10x faster. This tool will be deployed on Wikimedia Toolforge, a hosting environment that provides services for the Wikimedia movement.",[],[]
